CITY,UF,IGR,CITY_STANDARD
Guarantã,SP,Lins,GUARANTA
Guararapes,SP,Araçatuba,GUARARAPES
Guararema,SP,São Paulo,GUARAREMA
Guaratinguetá,SP,Guaratinguetá,GUARATINGUETA
Guareí,SP,Itapetininga,GUAREI
Guariba,SP,Ribeirão Preto,GUARIBA
Guarujá,SP,Santos,GUARUJA
Guarulhos,SP,São Paulo,GUARULHOS
Guatapará,SP,Ribeirão Preto,GUATAPARA
Guzolândia,SP,Araçatuba,GUZOLANDIA
Herculândia,SP,Tupã,HERCULANDIA
Holambra,SP,Campinas,HOLAMBRA
Hortolândia,SP,Campinas,HORTOLANDIA
Iacanga,SP,Bauru,IACANGA
Iacri,SP,Tupã,IACRI
Iaras,SP,Avaré,IARAS
Ibaté,SP,São Carlos,IBATE
Ibirá,SP,São José do Rio Preto,IBIRA
Ibirarema,SP,Ourinhos,IBIRAREMA
Ibitinga,SP,Araraquara,IBITINGA
Ibiúna,SP,Sorocaba,IBIUNA
Icém,SP,São José do Rio Preto,ICEM
Iepê,SP,Presidente Prudente,IEPE
Igaraçu do Tietê,SP,Jaú,IGARACU DO TIETE
Igarapava,SP,Ituverava,IGARAPAVA
Igaratá,SP,São José dos Campos,IGARATA
Iguape,SP,Registro,IGUAPE
Ilha Comprida,SP,Registro,ILHA COMPRIDA
Ilha Solteira,SP,Andradina,ILHA SOLTEIRA
Ilhabela,SP,Caraguatatuba - Ubatuba - São Sebastião,ILHABELA
Indaiatuba,SP,Campinas,INDAIATUBA
Indiana,SP,Presidente Prudente,INDIANA
Indiaporã,SP,Fernandópolis,INDIAPORA
Inúbia Paulista,SP,Adamantina - Lucélia,INUBIA PAULISTA
Ipaussu,SP,Ourinhos,IPAUSSU
Iperó,SP,Sorocaba,IPERO
Ipeúna,SP,Rio Claro,IPEUNA
Ipiguá,SP,São José do Rio Preto,IPIGUA
Iporanga,SP,Registro,IPORANGA
Ipuã,SP,São Joaquim da Barra ¿ Orlândia,IPUA
Iracemápolis,SP,Limeira,IRACEMAPOLIS
Irapuã,SP,São José do Rio Preto,IRAPUA
Irapuru,SP,Dracena,IRAPURU
Itaberá,SP,Itapeva,ITABERA
Itaí,SP,Avaré,ITAI
Itajobi,SP,Catanduva,ITAJOBI
Itaju,SP,Jaú,ITAJU
Itanhaém,SP,Santos,ITANHAEM
Itaoca,SP,Itapeva,ITAOCA
Itapecerica da Serra,SP,São Paulo,ITAPECERICA DA SERRA
Itapetininga,SP,Itapetininga,ITAPETININGA
Itapeva,SP,Itapeva,ITAPEVA
Itapevi,SP,São Paulo,ITAPEVI
Itapira,SP,Mogi Guaçu,ITAPIRA
Itapirapuã Paulista,SP,Itapeva,ITAPIRAPUA PAULISTA
Itápolis,SP,Araraquara,ITAPOLIS
Itaporanga,SP,Itapeva,ITAPORANGA
Itapuí,SP,Jaú,ITAPUI
Itapura,SP,Andradina,ITAPURA
Itaquaquecetuba,SP,São Paulo,ITAQUAQUECETUBA
Itararé,SP,Itapeva,ITARARE
Itariri,SP,Santos,ITARIRI
Itatiba,SP,Jundiaí,ITATIBA
Itatinga,SP,Botucatu,ITATINGA
Itirapina,SP,São Carlos,ITIRAPINA
Itirapuã,SP,Franca,ITIRAPUA
Itobi,SP,São José do Rio Pardo - Mococa,ITOBI
Itu,SP,Sorocaba,ITU
Itupeva,SP,Jundiaí,ITUPEVA
Ituverava,SP,Ituverava,ITUVERAVA
Jaborandi,SP,Barretos,JABORANDI
Jaboticabal,SP,Ribeirão Preto,JABOTICABAL
Jacareí,SP,São José dos Campos,JACAREI
Jaci,SP,São José do Rio Preto,JACI
Jacupiranga,SP,Registro,JACUPIRANGA
Jaguariúna,SP,Campinas,JAGUARIUNA
Jales,SP,Jales,JALES
Jambeiro,SP,São José dos Campos,JAMBEIRO
Jandira,SP,São Paulo,JANDIRA
Jardinópolis,SP,Ribeirão Preto,JARDINOPOLIS
Jarinu,SP,Jundiaí,JARINU
Jaú,SP,Jaú,JAU
Jeriquara,SP,Franca,JERIQUARA
Joanópolis,SP,Bragança Paulista,JOANOPOLIS
João Ramalho,SP,Presidente Prudente,JOAO RAMALHO
José Bonifácio,SP,São José do Rio Preto,JOSE BONIFACIO
Júlio Mesquita,SP,Marília,JULIO MESQUITA
Jumirim,SP,Sorocaba,JUMIRIM
Jundiaí,SP,Jundiaí,JUNDIAI
Junqueirópolis,SP,Dracena,JUNQUEIROPOLIS
Juquiá,SP,Registro,JUQUIA
Juquitiba,SP,São Paulo,JUQUITIBA
Lagoinha,SP,Taubaté - Pindamonhangaba,LAGOINHA
Laranjal Paulista,SP,Piracicaba,LARANJAL PAULISTA
Lavínia,SP,Andradina,LAVINIA
Lavrinhas,SP,Cruzeiro,LAVRINHAS
Leme,SP,Araras,LEME
Lençóis Paulista,SP,Bauru,LENCOIS PAULISTA
Limeira,SP,Limeira,LIMEIRA
Lindóia,SP,Amparo,LINDOIA
Lins,SP,Lins,LINS
Lorena,SP,Guaratinguetá,LORENA
Lourdes,SP,Birigui - Penápolis,LOURDES
Louveira,SP,Jundiaí,LOUVEIRA
Lucélia,SP,Adamantina - Lucélia,LUCELIA
Lucianópolis,SP,Bauru,LUCIANOPOLIS
Luís Antônio,SP,Ribeirão Preto,LUIS ANTONIO
Luiziânia,SP,Birigui - Penápolis,LUIZIANIA
Lupércio,SP,Marília,LUPERCIO
Lutécia,SP,Assis,LUTECIA
Macatuba,SP,Bauru,MACATUBA
Macaubal,SP,São José do Rio Preto,MACAUBAL
Macedônia,SP,Fernandópolis,MACEDONIA
Magda,SP,Araçatuba,MAGDA
Mairinque,SP,Sorocaba,MAIRINQUE
Mairiporã,SP,São Paulo,MAIRIPORA
Manduri,SP,Avaré,MANDURI
Marabá Paulista,SP,Presidente Epitácio-Presidente Venceslau,MARABA PAULISTA
Maracaí,SP,Assis,MARACAI
Marapoama,SP,Catanduva,MARAPOAMA
Mariápolis,SP,Adamantina - Lucélia,MARIAPOLIS
Marília,SP,Marília,MARILIA
Marinópolis,SP,Jales,MARINOPOLIS
Martinópolis,SP,Presidente Prudente,MARTINOPOLIS
Matão,SP,Araraquara,MATAO
Mauá,SP,São Paulo,MAUA
Mendonça,SP,São José do Rio Preto,MENDONCA
Meridiano,SP,Fernandópolis,MERIDIANO
Mesópolis,SP,Jales,MESOPOLIS
Miguelópolis,SP,Ituverava,MIGUELOPOLIS
Mineiros do Tietê,SP,Jaú,MINEIROS DO TIETE
Mira Estrela,SP,Fernandópolis,MIRA ESTRELA
Miracatu,SP,Registro,MIRACATU
Mirandópolis,SP,Andradina,MIRANDOPOLIS
Mirante do Paranapanema,SP,Presidente Prudente,MIRANTE DO PARANAPANEMA
Mirassol,SP,São José do Rio Preto,MIRASSOL
Mirassolândia,SP,São José do Rio Preto,MIRASSOLANDIA
Mococa,SP,São José do Rio Pardo - Mococa,MOCOCA
Mogi das Cruzes,SP,São Paulo,MOGI DAS CRUZES
Mogi Guaçu,SP,Mogi Guaçu,MOGI GUACU
Mogi Mirim,SP,Mogi Guaçu,MOGI MIRIM
Mombuca,SP,Piracicaba,MOMBUCA
Monções,SP,Araçatuba,MONCOES
Mongaguá,SP,Santos,MONGAGUA
Monte Alegre do Sul,SP,Amparo,MONTE ALEGRE DO SUL
Monte Alto,SP,Ribeirão Preto,MONTE ALTO
Monte Aprazível,SP,São José do Rio Preto,MONTE APRAZIVEL
Monte Azul Paulista,SP,Barretos,MONTE AZUL PAULISTA
Monte Castelo,SP,Dracena,MONTE CASTELO
Monte Mor,SP,Campinas,MONTE MOR
Monteiro Lobato,SP,São José dos Campos,MONTEIRO LOBATO
Morro Agudo,SP,São Joaquim da Barra ¿ Orlândia,MORRO AGUDO
Morungaba,SP,Jundiaí,MORUNGABA
Motuca,SP,Araraquara,MOTUCA
Murutinga do Sul,SP,Andradina,MURUTINGA DO SUL
Nantes,SP,Presidente Prudente,NANTES
Narandiba,SP,Presidente Prudente,NARANDIBA
Natividade da Serra,SP,Taubaté - Pindamonhangaba,NATIVIDADE DA SERRA
Nazaré Paulista,SP,Bragança Paulista,NAZARE PAULISTA
Neves Paulista,SP,São José do Rio Preto,NEVES PAULISTA
Nhandeara,SP,Votuporanga,NHANDEARA
Nipoã,SP,São José do Rio Preto,NIPOA
Nova Aliança,SP,São José do Rio Preto,NOVA ALIANCA
Nova Campina,SP,Itapeva,NOVA CAMPINA
Nova Canaã Paulista,SP,Santa Fé do Sul,NOVA CANAA PAULISTA
Nova Castilho,SP,Araçatuba,NOVA CASTILHO
Nova Europa,SP,Araraquara,NOVA EUROPA
Nova Granada,SP,São José do Rio Preto,NOVA GRANADA
Nova Guataporanga,SP,Dracena,NOVA GUATAPORANGA
Nova Independência,SP,Andradina,NOVA INDEPENDENCIA
Nova Luzitânia,SP,Araçatuba,NOVA LUZITANIA
Nova Odessa,SP,Campinas,NOVA ODESSA
Novais,SP,Catanduva,NOVAIS
Novo Horizonte,SP,São José do Rio Preto,NOVO HORIZONTE
Nuporanga,SP,São Joaquim da Barra ¿ Orlândia,NUPORANGA
Ocauçu,SP,Marília,OCAUCU
Óleo,SP,Avaré,OLEO
Olímpia,SP,Barretos,OLIMPIA
Onda Verde,SP,São José do Rio Preto,ONDA VERDE
Oriente,SP,Marília,ORIENTE
Orindiúva,SP,São José do Rio Preto,ORINDIUVA
Orlândia,SP,São Joaquim da Barra ¿ Orlândia,ORLANDIA
Osasco,SP,São Paulo,OSASCO
Oscar Bressane,SP,Marília,OSCAR BRESSANE
Osvaldo Cruz,SP,Adamantina - Lucélia,OSVALDO CRUZ
Ourinhos,SP,Ourinhos,OURINHOS
Ouro Verde,SP,Dracena,OURO VERDE
Ouroeste,SP,Fernandópolis,OUROESTE
Pacaembu,SP,Adamantina - Lucélia,PACAEMBU
Palestina,SP,São José do Rio Preto,PALESTINA
Palmares Paulista,SP,Catanduva,PALMARES PAULISTA
Palmeira d'Oeste,SP,Jales,PALMEIRA DOESTE
Palmital,SP,Assis,PALMITAL
Panorama,SP,Dracena,PANORAMA
Paraguaçu Paulista,SP,Assis,PARAGUACU PAULISTA
Paraibuna,SP,São José dos Campos,PARAIBUNA
Paraíso,SP,Catanduva,PARAISO
Paranapanema,SP,Avaré,PARANAPANEMA
Paranapuã,SP,Jales,PARANAPUA
Parapuã,SP,Tupã,PARAPUA
Pardinho,SP,Botucatu,PARDINHO
Pariquera-Açu,SP,Registro,PARIQUERAACU
Parisi,SP,Votuporanga,PARISI
Patrocínio Paulista,SP,Franca,PATROCINIO PAULISTA
Paulicéia,SP,Dracena,PAULICEIA
Paulínia,SP,Campinas,PAULINIA
Paulistânia,SP,Bauru,PAULISTANIA
Paulo de Faria,SP,São José do Rio Preto,PAULO DE FARIA
Pederneiras,SP,Bauru,PEDERNEIRAS
Pedra Bela,SP,Bragança Paulista,PEDRA BELA
Pedranópolis,SP,Fernandópolis,PEDRANOPOLIS
Pedregulho,SP,Franca,PEDREGULHO
Pedreira,SP,Campinas,PEDREIRA
Pedrinhas Paulista,SP,Assis,PEDRINHAS PAULISTA
Pedro de Toledo,SP,Santos,PEDRO DE TOLEDO
Penápolis,SP,Birigui - Penápolis,PENAPOLIS
Pereira Barreto,SP,Andradina,PEREIRA BARRETO
Pereiras,SP,Tatuí,PEREIRAS
Peruíbe,SP,Santos,PERUIBE
Piacatu,SP,Birigui - Penápolis,PIACATU
Piedade,SP,Sorocaba,PIEDADE
Pilar do Sul,SP,Sorocaba,PILAR DO SUL
Pindamonhangaba,SP,Taubaté - Pindamonhangaba,PINDAMONHANGABA
Pindorama,SP,Catanduva,PINDORAMA
Pinhalzinho,SP,Bragança Paulista,PINHALZINHO
Piquerobi,SP,Presidente Epitácio-Presidente Venceslau,PIQUEROBI
Piquete,SP,Guaratinguetá,PIQUETE
Piracaia,SP,Bragança Paulista,PIRACAIA
Piracicaba,SP,Piracicaba,PIRACICABA
Piraju,SP,Piraju,PIRAJU
Pirajuí,SP,Bauru,PIRAJUI
Pirangi,SP,Catanduva,PIRANGI
Pirapora do Bom Jesus,SP,São Paulo,PIRAPORA DO BOM JESUS
Pirapozinho,SP,Presidente Prudente,PIRAPOZINHO
Pirassununga,SP,São Carlos,PIRASSUNUNGA
Piratininga,SP,Bauru,PIRATININGA
Pitangueiras,SP,Ribeirão Preto,PITANGUEIRAS
Planalto,SP,São José do Rio Preto,PLANALTO
Platina,SP,Assis,PLATINA
Poá,SP,São Paulo,POA
Poloni,SP,São José do Rio Preto,POLONI
Pompéia,SP,Marília,POMPEIA
Pongaí,SP,Lins,PONGAI
Pontal,SP,Ribeirão Preto,PONTAL
Pontalinda,SP,Jales,PONTALINDA
Pontes Gestal,SP,Votuporanga,PONTES GESTAL
Populina,SP,Jales,POPULINA
Porangaba,SP,Tatuí,PORANGABA
Porto Feliz,SP,Sorocaba,PORTO FELIZ
Porto Ferreira,SP,São Carlos,PORTO FERREIRA
Potim,SP,Guaratinguetá,POTIM
Potirendaba,SP,São José do Rio Preto,POTIRENDABA
Pracinha,SP,Adamantina - Lucélia,PRACINHA
Pradópolis,SP,Ribeirão Preto,PRADOPOLIS
Praia Grande,SP,Santos,PRAIA GRANDE
Pratânia,SP,Botucatu,PRATANIA
Presidente Alves,SP,Bauru,PRESIDENTE ALVES
Presidente Bernardes,SP,Presidente Prudente,PRESIDENTE BERNARDES
Presidente Epitácio,SP,Presidente Epitácio-Presidente Venceslau,PRESIDENTE EPITACIO
Presidente Prudente,SP,Presidente Prudente,PRESIDENTE PRUDENTE
Presidente Venceslau,SP,Presidente Epitácio-Presidente Venceslau,PRESIDENTE VENCESLAU
Promissão,SP,Lins,PROMISSAO
Quadra,SP,Tatuí,QUADRA
Quatá,SP,Presidente Prudente,QUATA
Queiroz,SP,Tupã,QUEIROZ
Queluz,SP,Cruzeiro,QUELUZ
Quintana,SP,Marília,QUINTANA
Rafard,SP,Piracicaba,RAFARD
Rancharia,SP,Presidente Prudente,RANCHARIA
Redenção da Serra,SP,Taubaté - Pindamonhangaba,REDENCAO DA SERRA
Regente Feijó,SP,Presidente Prudente,REGENTE FEIJO
Reginópolis,SP,Bauru,REGINOPOLIS
Registro,SP,Registro,REGISTRO
Restinga,SP,Franca,RESTINGA
Ribeira,SP,Itapeva,RIBEIRA
Ribeirão Bonito,SP,São Carlos,RIBEIRAO BONITO
Ribeirão Branco,SP,Itapeva,RIBEIRAO BRANCO
Ribeirão Corrente,SP,Franca,RIBEIRAO CORRENTE
Ribeirão do Sul,SP,Ourinhos,RIBEIRAO DO SUL
Ribeirão dos Índios,SP,Presidente Prudente,RIBEIRAO DOS INDIOS
Ribeirão Grande,SP,Itapeva,RIBEIRAO GRANDE
Ribeirão Pires,SP,São Paulo,RIBEIRAO PIRES
Ribeirão Preto,SP,Ribeirão Preto,RIBEIRAO PRETO
Rifaina,SP,Franca,RIFAINA
Rincão,SP,Araraquara,RINCAO
Rinópolis,SP,Tupã,RINOPOLIS
Rio Claro,SP,Rio Claro,RIO CLARO
Rio das Pedras,SP,Piracicaba,RIO DAS PEDRAS
Rio Grande da Serra,SP,São Paulo,RIO GRANDE DA SERRA
Riolândia,SP,Votuporanga,RIOLANDIA
Riversul,SP,Itapeva,RIVERSUL
Rosana,SP,Presidente Prudente,ROSANA
Roseira,SP,Guaratinguetá,ROSEIRA
Rubiácea,SP,Araçatuba,RUBIACEA
Rubinéia,SP,Santa Fé do Sul,RUBINEIA
Sabino,SP,Lins,SABINO
Sagres,SP,Adamantina - Lucélia,SAGRES
Sales,SP,São José do Rio Preto,SALES
Sales Oliveira,SP,São Joaquim da Barra ¿ Orlândia,SALES OLIVEIRA
Salesópolis,SP,São Paulo,SALESOPOLIS
Salmourão,SP,Adamantina - Lucélia,SALMOURAO
Saltinho,SP,Piracicaba,SALTINHO
Salto,SP,Sorocaba,SALTO
Salto de Pirapora,SP,Sorocaba,SALTO DE PIRAPORA
Salto Grande,SP,Ourinhos,SALTO GRANDE
Sandovalina,SP,Presidente Prudente,SANDOVALINA
Santa Adélia,SP,Catanduva,SANTA ADELIA
Santa Albertina,SP,Jales,SANTA ALBERTINA
Santa Bárbara d'Oeste,SP,Campinas,SANTA BARBARA DOESTE
Santa Branca,SP,São José dos Campos,SANTA BRANCA
Santa Clara d'Oeste,SP,Santa Fé do Sul,SANTA CLARA DOESTE
Santa Cruz da Conceição,SP,Araras,SANTA CRUZ DA CONCEICAO
Santa Cruz da Esperança,SP,Ribeirão Preto,SANTA CRUZ DA ESPERANCA
Santa Cruz das Palmeiras,SP,São João da Boa Vista,SANTA CRUZ DAS PALMEIRAS
Santa Cruz do Rio Pardo,SP,Ourinhos,SANTA CRUZ DO RIO PARDO
Santa Ernestina,SP,Ribeirão Preto,SANTA ERNESTINA
Santa Fé do Sul,SP,Santa Fé do Sul,SANTA FE DO SUL
Santa Gertrudes,SP,Rio Claro,SANTA GERTRUDES
Santa Isabel,SP,São Paulo,SANTA ISABEL
Santa Lúcia,SP,Araraquara,SANTA LUCIA
Santa Maria da Serra,SP,Piracicaba,SANTA MARIA DA SERRA
Santa Mercedes,SP,Dracena,SANTA MERCEDES
Santa Rita do Passa Quatro,SP,São Carlos,SANTA RITA DO PASSA QUATRO
Santa Rita d'Oeste,SP,Santa Fé do Sul,SANTA RITA DOESTE
Santa Rosa de Viterbo,SP,Ribeirão Preto,SANTA ROSA DE VITERBO
Santa Salete,SP,Jales,SANTA SALETE
Santana da Ponte Pensa,SP,Santa Fé do Sul,SANTANA DA PONTE PENSA
Santana de Parnaíba,SP,São Paulo,SANTANA DE PARNAIBA
Santo Anastácio,SP,Presidente Prudente,SANTO ANASTACIO
Santo André,SP,São Paulo,SANTO ANDRE
Santo Antônio da Alegria,SP,Ribeirão Preto,SANTO ANTONIO DA ALEGRIA
Santo Antônio de Posse,SP,Campinas,SANTO ANTONIO DE POSSE
Santo Antônio do Aracanguá,SP,Araçatuba,SANTO ANTONIO DO ARACANGUA
Santo Antônio do Jardim,SP,São João da Boa Vista,SANTO ANTONIO DO JARDIM
Santo Antônio do Pinhal,SP,Taubaté - Pindamonhangaba,SANTO ANTONIO DO PINHAL
Santo Expedito,SP,Presidente Prudente,SANTO EXPEDITO
Santópolis do Aguapeí,SP,Birigui - Penápolis,SANTOPOLIS DO AGUAPEI
Santos,SP,Santos,SANTOS
São Bento do Sapucaí,SP,Taubaté - Pindamonhangaba,SAO BENTO DO SAPUCAI
São Bernardo do Campo,SP,São Paulo,SAO BERNARDO DO CAMPO
São Caetano do Sul,SP,São Paulo,SAO CAETANO DO SUL
São Carlos,SP,São Carlos,SAO CARLOS
São Francisco,SP,Jales,SAO FRANCISCO
São João da Boa Vista,SP,São João da Boa Vista,SAO JOAO DA BOA VISTA
São João das Duas Pontes,SP,Fernandópolis,SAO JOAO DAS DUAS PONTES
São João de Iracema,SP,Fernandópolis,SAO JOAO DE IRACEMA
São João do Pau d'Alho,SP,Dracena,SAO JOAO DO PAU DALHO
São Joaquim da Barra,SP,São Joaquim da Barra ¿ Orlândia,SAO JOAQUIM DA BARRA
São José da Bela Vista,SP,Franca,SAO JOSE DA BELA VISTA
São José do Barreiro,SP,Cruzeiro,SAO JOSE DO BARREIRO
São José do Rio Pardo,SP,São José do Rio Pardo - Mococa,SAO JOSE DO RIO PARDO
São José do Rio Preto,SP,São José do Rio Preto,SAO JOSE DO RIO PRETO
